date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:46	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-5af06c2895d00%22	https://jthemes.net/themes/html/bolby/demo/images/ajax-loader.gif	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/images/ajax-loader.gif	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
14:46:47	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5af06c23d11c0%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.eot	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/fonts/slick.eot	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
14:46:48	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22800-5af06c23d11c0%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.eot?	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/fonts/slickd41d.eot	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
14:46:49	1380/1380	---M--	200	added ('OK')	font/woff	etag:%22564-5af06c20f4b00%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.woff	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/fonts/slick.woff	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
14:46:50	1892/1892	---M--	200	added ('OK')	font/ttf	etag:%22764-5af06c21e8d40%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.ttf	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/fonts/slick.ttf	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
14:46:51	2152/2152	---M--	200	added ('OK')	image/svg+xml	etag:%22868-5af06c1e18440%22	https://jthemes.net/themes/html/bolby/demo/fonts/slick.svg	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/fonts/slick.svg	(from https://jthemes.net/themes/html/bolby/demo/css/slick.css)
14:46:52	2365/2365	---M--	200	added ('OK')	image/svg+xml	etag:%2293d-5af06c37d8100%22	https://jthemes.net/themes/html/bolby/demo/images/dots-bg.svg	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/images/dots-bg.svg	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
14:46:54	658232/658232	---M--	200	added ('OK')	image/svg+xml	etag:%22a0b38-5af06c2989f40%22	https://jthemes.net/themes/html/bolby/demo/images/map.svg	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/images/map.svg	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
14:46:54	2364/2364	---M--	200	added ('OK')	image/svg+xml	etag:%2293c-5af06c36e3ec0%22	https://jthemes.net/themes/html/bolby/demo/images/dots-bg-light.svg	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/images/dots-bg-light.svg	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
14:46:55	24081/24081	---M--	200	added ('OK')	image/png	etag:%225e11-5af06c26ad880%22	https://jthemes.net/themes/html/bolby/demo/images/map-light.png	/home/kali/websites/cv/jthemes.net/themes/html/bolby/demo/images/map-light.png	(from https://jthemes.net/themes/html/bolby/demo/css/style.css)
